FILE: Gr_10x10_9lines_bands
LATTICE_VECTORS:
24.6841602325         0.0000000000         0.0000000000
12.3420815395        21.3771090107         0.0000000000
0.0000000000         0.0000000000        39.9990577698
ATOMIC_COORDS:
x y z species
2.46873492 2.86456865 20.00084909 C
4.93709890 7.11349896 20.00123757 C
7.40155411 11.43649578 19.99493201 C
9.87253633 15.67584274 20.00289827 C
12.32026893 19.93780342 19.77302252 C
7.40556706 2.86456863 20.00084908 C
9.87393094 7.11349900 20.00123758 C
12.33838618 11.43649583 19.99493197 C
14.80936829 15.67584280 20.00289827 C
17.25710100 19.93780337 19.77302251 C
12.34239921 2.86456832 20.00084910 C
14.81076299 7.11349901 20.00123758 C
17.27521816 11.43649582 19.99493196 C
19.74620023 15.67584276 20.00289827 C
22.19393303 19.93780402 19.77302264 C
17.27923116 2.86456826 20.00084910 C
19.74759504 7.11349896 20.00123756 C
22.21205013 11.43649579 19.99493201 C
24.68303228 15.67584269 20.00289829 C
27.13076530 19.93780350 19.77302236 C
22.21606306 2.86456856 20.00084909 C
24.68442708 7.11349894 20.00123756 C
27.14888222 11.43649574 19.99493202 C
29.61986446 15.67584267 20.00289828 C
32.06759729 19.93780339 19.77302236 C
24.68443411 1.43794640 19.99880806 C
27.15286572 5.68691128 19.99912806 C
29.59917674 9.99078953 20.22680180 C
32.08823282 14.25272939 19.99716016 C
34.55415565 18.49206613 20.00529465 C
4.93710605 1.43794640 19.99880807 C
7.40553760 5.68691129 19.99912807 C
9.85184859 9.99078960 20.22680179 C
12.34090462 14.25272947 19.99716017 C
14.80682738 18.49206607 20.00529477 C
9.87393812 1.43794641 19.99880806 C
12.34236963 5.68691121 19.99912807 C
14.78868060 9.99078965 20.22680178 C
17.27773662 14.25272947 19.99716017 C
19.74365931 18.49206611 20.00529471 C
14.81076995 1.43794599 19.99880810 C
17.27920162 5.68691115 19.99912807 C
19.72551260 9.99078961 20.22680179 C
22.21456866 14.25272937 19.99716017 C
24.68049143 18.49206591 20.00529465 C
19.74760192 1.43794599 19.99880811 C
22.21603367 5.68691122 19.99912806 C
24.66234466 9.99078955 20.22680181 C
27.15140074 14.25272933 19.99716016 C
29.61732359 18.49206591 20.00529460 C
23.45013288 3.56428727 20.00136001 C
25.92030858 7.80353537 20.00701998 C
28.38487808 12.12634115 19.99842492 C
30.85386877 16.37564537 20.00109599 C
33.34231159 20.67917362 19.77022751 C
3.70280477 3.56428734 20.00136002 C
6.17298044 7.80353537 20.00701999 C
8.63754992 12.12634115 19.99842493 C
11.10654057 16.37564548 20.00109595 C
13.59498319 20.67917347 19.77022750 C
8.63963691 3.56428734 20.00136002 C
11.10981249 7.80353548 20.00701999 C
13.57438194 12.12634116 19.99842495 C
16.04337254 16.37564554 20.00109596 C
18.53181522 20.67917350 19.77022749 C
13.57646893 3.56428728 20.00136002 C
16.04664450 7.80353547 20.00701998 C
18.51121393 12.12634115 19.99842493 C
20.98020455 16.37564546 20.00109595 C
23.46864732 20.67917361 19.77022745 C
18.51330087 3.56428722 20.00136002 C
20.98347654 7.80353537 20.00701996 C
23.44804599 12.12634115 19.99842493 C
25.91703666 16.37564535 20.00109599 C
28.40547959 20.67917366 19.77022747 C
2.46870102 1.43795093 20.00118551 C
4.93713427 5.68691128 20.00089464 C
7.38342375 9.99078888 19.77315149 C
9.87250198 14.25273048 20.00287189 C
12.33840580 18.49207465 19.99469671 C
